"Area","Date","Daily-Confirmed","Daily-Deceased","Daily-Recovered","Daily-Tested","Daily-Vaccinated1","Daily-Vaccinated2","7DMA-Confirmed","7DMA-Deceased","Total-Confirmed","Total-Deceased","Total-Recovered","Total-Tested","Total-Others","Total-Vaccinated1","Total-Vaccinated2"
"INDIA","2020-01-30","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"INDIA","2020-02-02","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"INDIA","2020-02-03","1","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"INDIA","2020-02-14","0","0","3","0","0","0","0","0","3","0","3","0","0","0","0"
"INDIA","2020-03-02","2","0","0","0","0","0","2","0","5","0","3","0","0","0","0"
"INDIA","2020-03-03","1","0","0","0","0","0","3","0","6","0","3","0","0","0","0"
"INDIA","2020-03-04","22","0","0","0","0","0","25","0","28","0","3","0","0","0","0"
"INDIA","2020-03-05","2","0","0","0","0","0","27","0","30","0","3","0","0","0","0"
"INDIA","2020-03-06","1","0","0","0","0","0","28","0","31","0","3","0","0","0","0"
"INDIA","2020-03-07","3","0","0","0","0","0","31","0","34","0","3","0","0","0","0"
"INDIA","2020-03-08","5","0","0","0","0","0","36","0","39","0","3","0","0","0","0"
"INDIA","2020-03-09","9","0","0","0","0","0","43","0","48","0","3","0","0","0","0"
"INDIA","2020-03-10","15","0","0","0","0","0","57","0","63","0","3","0","0","0","0"
"INDIA","2020-03-11","8","0","0","0","0","0","43","0","71","0","3","0","0","0","0"
"INDIA","2020-03-12","10","0","0","0","0","0","51","0","81","0","3","0","0","0","0"
"INDIA","2020-03-13","10","1","0","6500","0","0","60","1","91","1","3","6500","0","0","0"
"INDIA","2020-03-14","11","0","0","0","0","0","68","1","102","1","3","6500","3","0","0"
"INDIA","2020-03-15","10","0","0","0","0","0","73","1","112","1","3","6500","3","0","0"
"INDIA","2020-03-16","14","0","0","0","0","0","78","1","126","1","3","6500","3","0","0"
"INDIA","2020-03-17","20","0","0","0","0","0","83","1","146","1","3","6500","3","0","0"
"INDIA","2020-03-18","25","0","0","6625","0","0","100","1","171","1","3","13125","3","0","0"
"INDIA","2020-03-19","27","0","0","1050","0","0","117","1","198","1","3","14175","3","0","0"
"INDIA","2020-03-20","58","0","1","1229","0","0","165","0","256","1","4","15404","3","0","0"
"INDIA","2020-03-21","78","0","0","1507","0","0","232","0","334","1","4","16911","3","0","0"
"INDIA","2020-03-22","69","0","0","1216","0","0","291","0","403","1","4","18127","3","0","0"
"INDIA","2020-03-23","94","0","0","2580","0","0","371","0","497","1","4","20707","3","0","0"
"INDIA","2020-03-24","74","0","2","1987","0","0","425","0","571","1","6","22694","3","0","0"
"INDIA","2020-03-25","86","0","0","2450","0","0","486","0","657","1","6","25144","3","0","0"
"INDIA","2020-03-26","73","1","0","2544","0","0","532","1","730","2","6","27688","3","0","0"
"INDIA","2020-03-27","153","1","2","0","0","0","627","2","883","3","8","27688","3","0","0"
"INDIA","2020-03-28","136","0","0","0","0","0","685","2","1019","3","8","27688","3","0","0"
"INDIA","2020-03-29","120","25","91","0","0","0","736","27","1139","28","99","27688","3","0","0"
"INDIA","2020-03-30","187","13","42","10754","0","0","829","40","1326","41","141","38442","3","0","0"
"INDIA","2020-03-31","309","6","19","4346","0","0","1064","46","1635","47","160","42788","3","0","0"
"INDIA","2020-04-01","424","11","9","5163","0","0","1402","57","2059","58","169","47951","3","0","0"
"INDIA","2020-04-02","486","11","22","7900","0","0","1815","67","2545","69","191","55851","3","0","0"
"INDIA","2020-04-03","560","14","39","13394","0","0","2222","80","3105","83","230","69245","3","0","0"
"INDIA","2020-04-04","579","13","56","10705","0","0","2665","93","3684","96","286","79950","3","0","0"
"INDIA","2020-04-05","609","22","43","9584","0","0","3154","90","4293","118","329","89534","3","0","0"
"INDIA","2020-04-06","484","16","65","11534","0","0","3451","93","4777","134","394","101068","3","0","0"
"INDIA","2020-04-07","573","27","75","12947","0","0","3715","114","5350","161","469","114015","3","0","0"
"INDIA","2020-04-08","565","20","96","13904","0","0","3856","123","5915","181","565","127919","3","0","0"
"INDIA","2020-04-09","813","46","70","16991","0","0","4183","158","6728","227","635","144910","3","0","0"
"INDIA","2020-04-10","871","22","151","16420","0","0","4494","166","7599","249","786","161330","3","0","0"
"INDIA","2020-04-11","854","41","186","18044","0","0","4769","194","8453","290","972","179374","3","0","0"
"INDIA","2020-04-12","758","42","114","16374","0","0","4918","214","9211","332","1086","195748","3","0","0"
"INDIA","2020-04-13","1243","27","112","21806","0","0","5677","225","10454","359","1198","217554","3","0","0"
"INDIA","2020-04-14","1031","37","167","27339","0","0","6135","235","11485","396","1365","244893","3","0","0"
"INDIA","2020-04-15","886","27","144","29706","0","0","6456","242","12371","423","1509","274599","3","0","0"
"INDIA","2020-04-16","1061","26","258","28357","0","0","6704","222","13432","449","1767","302956","3","0","0"
"INDIA","2020-04-17","922","38","273","32167","0","0","6755","238","14354","487","2040","335123","3","0","0"
"INDIA","2020-04-18","1371","35","426","37000","0","0","7272","232","15725","522","2466","372123","3","0","0"
"INDIA","2020-04-19","1580","38","388","29463","0","0","8094","228","17305","560","2854","401586","3","0","0"
"INDIA","2020-04-20","1239","33","419","0","0","0","8090","234","18544","593","3273","401586","3","0","0"
"INDIA","2020-04-21","1537","53","703","61035","0","0","8596","250","20081","646","3976","462621","3","0","0"
"INDIA","2020-04-22","1292","36","394","37921","0","0","9002","259","21373","682","4370","500542","3","0","0"
"INDIA","2020-04-23","1667","40","642","41247","0","0","9608","273","23040","722","5012","541789","3","0","0"
"INDIA","2020-04-24","1408","59","484","38168","0","0","10094","294","24448","781","5496","579957","3","0","0"
"INDIA","2020-04-25","1835","44","442","45352","0","0","10558","303","26283","825","5938","625309","3","0","0"
"INDIA","2020-04-26","1607","56","585","40510","0","0","10585","321","27890","881","6523","665819","3","0","0"
"INDIA","2020-04-27","1568","58","580","50914","0","0","10914","346","29458","939","7103","716733","4","0","0"
"INDIA","2020-04-28","1902","69","636","54031","0","0","11279","362","31360","1008","7739","770764","4","0","0"
"INDIA","2020-04-29","1705","71","690","59437","0","0","11692","397","33065","1079","8429","830201","4","0","0"
"INDIA","2020-04-30","1802","75","630","72453","0","0","11827","432","34867","1154","9059","902654","4","0","0"
"INDIA","2020-05-01","2396","77","962","73709","0","0","12815","450","37263","1231","10021","976363","4","0","0"
"INDIA","2020-05-02","2564","92","831","70087","0","0","13544","498","39827","1323","10852","1046450","4","0","0"
"INDIA","2020-05-03","2952","140","911","60783","0","0","14889","582","42779","1463","11763","1107233","4","0","0"
"INDIA","2020-05-04","3656","103","1082","84713","0","0","16977","627","46435","1566","12845","1191946","4","0","0"
"INDIA","2020-05-05","2971","128","1295","84835","0","0","18046","686","49406","1694","14140","1276781","4","0","0"
"INDIA","2020-05-06","3602","91","1161","80632","0","0","19943","706","53008","1785","15301","1357413","4","0","0"
"INDIA","2020-05-07","3344","104","1475","80375","0","0","21485","735","56352","1889","16776","1437788","4","0","0"
"INDIA","2020-05-08","3339","97","1111","85425","0","0","22428","755","59691","1986","17887","1523213","4","0","0"
"INDIA","2020-05-09","3175","116","1414","85824","0","0","23039","779","62866","2102","19301","1609037","4","0","0"
"INDIA","2020-05-10","4311","112","1669","64651","0","0","24398","751","67177","2214","20970","1673688","4","0","0"
"INDIA","2020-05-11","3592","81","1579","85891","0","0","24334","729","70769","2295","22549","1759579","4","0","0"
"INDIA","2020-05-12","3562","120","1905","94671","0","0","24925","721","74331","2415","24454","1854250","4","0","0"
"INDIA","2020-05-13","3726","137","1963","92791","0","0","25049","767","78057","2552","26417","1947041","4","0","0"
"INDIA","2020-05-14","3991","97","1594","92911","0","0","25696","760","82048","2649","28011","2039952","4","0","0"
"INDIA","2020-05-15","3808","104","2234","94325","0","0","26165","767","85856","2753","30245","2134277","4","0","0"
"INDIA","2020-05-16","4794","120","4012","93365","0","0","27784","771","90650","2873","34257","2227642","4","0","0"
"INDIA","2020-05-17","5049","152","2538","75150","0","0","28522","811","95699","3025","36795","2302792","4","0","0"
"INDIA","2020-05-18","4628","131","2482","101475","0","0","29558","861","100327","3156","39277","2404267","4","0","0"
"INDIA","2020-05-19","6154","146","3032","108121","0","0","32150","887","106481","3302","42309","2512388","4","0","0"
"INDIA","2020-05-20","5720","134","3113","103532","0","0","34144","884","112201","3436","45422","2615920","7","0","0"
"INDIA","2020-05-21","6023","148","3131","103514","0","0","36176","935","118224","3584","48553","2719434","7","0","0"
"INDIA","2020-05-22","6536","142","3280","115364","0","0","38904","973","124760","3726","51833","2834798","7","0","0"
"INDIA","2020-05-23","6665","142","2576","108623","0","0","40775","995","131425","3868","54409","2943421","8","0","0"
"INDIA","2020-05-24","7111","156","3285","90170","0","0","42837","999","138536","4024","57694","3033591","9","0","0"
"INDIA","2020-05-25","6414","149","3012","92528","0","0","44623","1017","144950","4173","60706","3126119","12","0","0"
"INDIA","2020-05-26","5907","173","3585","116041","0","0","44376","1044","150857","4346","64291","3242160","12","0","0"
"INDIA","2020-05-27","7246","188","3434","119976","0","0","45902","1098","158103","4534","67725","3362136","12","0","0"
"INDIA","2020-05-28","7254","176","3171","121702","0","0","47133","1126","165357","4710","70896","3483838","12","0","0"
"INDIA","2020-05-29","8138","268","11735","127761","0","0","48735","1252","173495","4978","82631","3611599","13","0","0"
"INDIA","2020-05-30","8364","205","4303","125428","0","0","50434","1315","181859","5183","86934","3737027","13","0","0"
"INDIA","2020-05-31","8789","222","4928","100180","0","0","52112","1381","190648","5405","91862","3837207","13","0","0"
"INDIA","2020-06-01","7724","201","3882","128868","0","0","53422","1433","198372","5606","95744","3966075","13","0","0"
"INDIA","2020-06-02","8812","222","4531","137158","0","0","56327","1482","207184","5828","100275","4103233","13","0","0"
"INDIA","2020-06-03","9688","259","3789","139485","0","0","58769","1553","216872","6087","104064","4242718","16","0","0"
"INDIA","2020-06-04","9847","274","4390","143661","0","0","61362","1651","226719","6361","108454","4386379","17","0","0"
"INDIA","2020-06-05","9472","286","4771","137938","0","0","62696","1669","236191","6647","113225","4524317","16","0","0"
"INDIA","2020-06-06","10408","297","5433","142069","0","0","64740","1761","246599","6944","118658","4666386","18","0","0"
"INDIA","2020-06-07","10882","261","5191","108048","0","0","66833","1800","257481","7205","123849","4774434","18","0","0"
"INDIA","2020-06-08","8536","271","5171","141682","0","0","67645","1870","266017","7476","129020","4916116","20","0","0"
"INDIA","2020-06-09","9981","272","5634","145216","0","0","68814","1920","275998","7748","134654","5061332","20","0","0"
"INDIA","2020-06-10","11156","358","6275","151808","0","0","70282","2019","287154","8106","140929","5213140","20","0","0"
"INDIA","2020-06-11","11135","394","6044","150305","0","0","71570","2139","298289","8500","146973","5363445","27","0","0"
"INDIA","2020-06-12","11306","388","7263","143737","0","0","73404","2241","309595","8888","154236","5507182","27","0","0"
"INDIA","2020-06-13","12039","309","8091","151432","0","0","75035","2253","321634","9197","162327","5658614","41","0","0"
"INDIA","2020-06-14","11404","324","7358","115519","0","0","75557","2316","333038","9521","169685","5774133","43","0","0"
"INDIA","2020-06-15","10032","396","10640","146936","0","0","77053","2441","343070","9917","180325","5921069","45","0","0"
"INDIA","2020-06-16","11085","2004","7226","163187","0","0","78157","4173","354155","11921","187551","6084256","46","0","0"
"INDIA","2020-06-17","13108","341","6890","165412","0","0","80109","4156","367263","12262","194441","6249668","46","0","0"
"INDIA","2020-06-18","13829","343","10741","176959","0","0","82803","4105","381092","12605","205182","6426627","47","0","0"
"INDIA","2020-06-19","14740","364","9029","189869","0","0","86237","4081","395832","12969","214211","6616496","51","0","0"
"INDIA","2020-06-20","15918","308","13974","190730","0","0","90116","4080","411750","13277","228185","6807226","52","0","0"
"INDIA","2020-06-21","15151","426","9075","143267","0","0","93863","4182","426901","13703","237260","6950493","52","0","0"
"INDIA","2020-06-22","13560","312","10879","187223","0","0","97391","4098","440461","14015","248139","7137716","52","0","0"
"INDIA","2020-06-23","15656","468","10462","215195","0","0","101962","2562","456117","14483","258601","7352911","56","0","0"
"INDIA","2020-06-24","16868","424","13089","207871","0","0","105722","2645","472985","14907","271690","7560782","56","0","0"
"INDIA","2020-06-25","18205","401","13983","215446","0","0","110098","2703","491190","15308","285673","7776228","56","0","0"
"INDIA","2020-06-26","18255","381","10246","220479","0","0","113613","2720","509445","15689","295919","7996707","57","0","0"
"INDIA","2020-06-27","20142","414","14229","231095","0","0","117837","2826","529587","16103","310148","8227802","57","0","0"
"INDIA","2020-06-28","19610","384","11631","170560","0","0","122296","2784","549197","16487","321779","8398362","57","0","0"
"INDIA","2020-06-29","18339","417","13497","210292","0","0","127075","2889","567536","16904","335276","8608654","61","0","0"
"INDIA","2020-06-30","18255","506","12565","217931","0","0","129674","2927","585791","17410","347841","8826585","67","0","0"
"INDIA","2020-07-01","19430","438","12064","229588","0","0","132236","2941","605221","17848","359905","9056173","67","0","0"
"INDIA","2020-07-02","21947","378","19999","241576","0","0","135978","2918","627168","18226","379904","9297749","67","0","0"
"INDIA","2020-07-03","22718","444","14417","242383","0","0","140441","2981","649886","18670","394321","9540132","67","0","0"
"INDIA","2020-07-04","24018","611","14746","248934","0","0","144317","3178","673904","19281","409067","9789066","67","0","0"
"INDIA","2020-07-05","23942","421","15829","180596","0","0","148649","3215","697846","19702","424896","9969662","84","0","0"
"INDIA","2020-07-06","22500","473","15315","241430","0","0","152810","3271","720346","20175","440211","10211092","97","0","0"
"INDIA","2020-07-07","23148","479","16838","262679","0","0","157703","3244","743494","20654","457049","10473771","99","0","0"
"INDIA","2020-07-08","25561","492","19508","267061","0","0","163834","3298","769055","21146","476557","10740832","100","0","0"
"INDIA","2020-07-09","25790","479","19408","283659","0","0","167677","3399","794845","21625","495965","11024491","101","0","0"
"INDIA","2020-07-10","27749","520","20289","282511","0","0","172708","3475","822594","22145","516254","11307002","365","0","0"
"INDIA","2020-07-11","27754","541","19981","280151","0","0","176444","3405","850348","22686","536235","11587153","371","0","0"
"INDIA","2020-07-12","29106","497","18198","219103","0","0","181608","3481","879454","23183","554433","11806256","371","0","0"
"INDIA","2020-07-13","28178","541","17683","286247","0","0","187286","3549","907632","23724","572116","12092503","373","0","0"
"INDIA","2020-07-14","29917","582","20976","320161","0","0","194055","3652","937549","24306","593092","12412664","380","0","0"
"INDIA","2020-07-15","32607","614","20646","326826","0","0","201101","3774","970156","24920","613738","12739490","380","0","0"
"INDIA","2020-07-16","35468","680","22867","333228","0","0","210779","3975","1005624","25600","636605","13072718","381","0","0"
"INDIA","2020-07-17","34824","676","17486","361024","0","0","217854","4131","1040448","26276","654091","13433742","384","0","0"
"INDIA","2020-07-18","37411","543","23582","358127","0","0","227511","4133","1077859","26819","677673","13791869","390","0","0"
"INDIA","2020-07-19","40235","675","22730","256039","0","0","238640","4311","1118094","27494","700403","14047908","393","0","0"
"INDIA","2020-07-20","36806","596","24303","333395","0","0","247268","4366","1154900","28090","724706","14381303","395","0","0"
"INDIA","2020-07-21","39170","671","27589","343243","0","0","256521","4455","1194070","28761","752295","14724546","396","0","0"
"INDIA","2020-07-22","45601","1130","31875","350823","0","0","269515","4971","1239671","29891","784170","15075369","403","0","0"
"INDIA","2020-07-23","48443","755","33326","352801","0","0","282490","5046","1288114","30646","817496","15428170","404","0","0"
"INDIA","2020-07-24","48888","763","32514","420898","0","0","296554","5133","1337002","31409","850010","15849068","406","0","0"
"INDIA","2020-07-25","50072","703","37125","442263","0","0","309215","5293","1387074","32112","887135","16291331","406","0","0"
"INDIA","2020-07-26","48932","704","31512","515472","0","0","317912","5322","1436006","32816","918647","16806803","407","0","0"
"INDIA","2020-07-27","46484","642","34354","528082","0","0","327590","5368","1482490","33458","953001","17334885","409","0","0"
"INDIA","2020-07-28","49631","774","35683","408855","0","0","338051","5471","1532121","34232","988684","17743740","410","0","0"
"INDIA","2020-07-29","52479","775","32886","446642","0","0","344929","5116","1584600","35007","1021570","18190382","411","0","0"
"INDIA","2020-07-30","54968","784","37425","642588","0","0","351454","5145","1639568","35791","1058995","18832970","418","0","0"
"INDIA","2020-07-31","57486","765","36554","525689","0","0","360052","5147","1697054","36556","1095549","19358659","421","0","0"
"INDIA","2020-08-01","55117","854","51368","463172","0","0","365097","5298","1752171","37410","1146917","19821831","427","0","0"
"INDIA","2020-08-02","52672","760","40355","381027","0","0","368837","5354","1804843","38170","1187272","20202858","429","0","0"
"INDIA","2020-08-03","50491","806","43070","661892","0","0","372844","5518","1855334","38976","1230342","20864750","433","0","0"
"INDIA","2020-08-04","51282","849","51220","619652","0","0","374495","5593","1906616","39825","1281562","21484402","445","0","0"
"INDIA","2020-08-05","56626","919","45583","664949","0","0","378642","5737","1963242","40744","1327145","22149351","446","0","0"
"INDIA","2020-08-06","62170","899","50141","639042","0","0","385844","5852","2025412","41643","1377286","22788393","450","0","0"
"INDIA","2020-08-07","61455","936","50387","598778","0","0","389813","6023","2086867","42579","1427673","23387171","452","0","0"
"INDIA","2020-08-08","65156","875","52135","719364","0","0","399852","6044","2152023","43454","1479808","24106535","457","0","0"
"INDIA","2020-08-09","62117","1013","54474","477023","0","0","409297","6297","2214140","44467","1534282","24583558","460","0","0"
"INDIA","2020-08-10","53016","887","47362","698290","0","0","411822","6378","2267156","45354","1581644","25281848","463","0","0"
"INDIA","2020-08-11","61252","835","56461","733449","0","0","421792","6364","2328408","46189","1638105","26015297","469","0","0"
"INDIA","2020-08-12","67066","950","57759","830391","0","0","432232","6395","2395474","47139","1695864","26845688","472","0","0"
"INDIA","2020-08-13","64141","1006","54776","848728","0","0","434203","6502","2459615","48145","1750640","27694416","484","0","0"
"INDIA","2020-08-14","65610","989","56920","868679","0","0","438358","6555","2525225","49134","1807560","28563095","488","0","0"
"INDIA","2020-08-15","63986","952","53116","746608","0","0","437188","6632","2589211","50086","1860676","29309703","492","0","0"
"INDIA","2020-08-16","58096","952","57404","731697","0","0","433167","6571","2647307","51038","1918080","30041400","510","0","0"
"INDIA","2020-08-17","54298","880","58172","899864","0","0","434449","6564","2701605","51918","1976252","30941264","512","0","0"
"INDIA","2020-08-18","65024","1099","60455","801518","0","0","438221","6828","2766629","53017","2036707","31742782","522","0","0"
"INDIA","2020-08-19","69196","979","59365","918470","0","0","440351","6857","2835825","53996","2096072","32661252","527","0","0"
"INDIA","2020-08-20","68518","981","61873","805985","0","0","444728","6832","2904343","54977","2157945","33467237","527","0","0"
"INDIA","2020-08-21","69029","953","62858","1023836","0","0","448147","6796","2973372","55930","2220803","34491073","541","0","0"
"INDIA","2020-08-22","70067","918","59101","801147","0","0","454228","6762","3043439","56848","2279904","35292220","549","0","0"
"INDIA","2020-08-23","61749","846","56896","609917","0","0","457881","6656","3105188","57694","2336800","35902137","551","0","0"
"INDIA","2020-08-24","59696","854","66305","925383","0","0","463279","6630","3164884","58548","2403105","36827520","562","0","0"
"INDIA","2020-08-25","66873","1066","64151","823992","0","0","465128","6597","3231757","59614","2467256","37651512","565","0","0"
"INDIA","2020-08-26","75995","1017","56191","924998","0","0","471927","6635","3307752","60631","2523447","38576510","570","0","0"
"INDIA","2020-08-27","76827","1066","59620","901338","0","0","480236","6720","3384579","61697","2583067","39477848","567","0","0"
"INDIA","2020-08-28","76657","1019","64475","928761","0","0","487864","6786","3461236","62716","2647542","40406609","578","0","0"
"INDIA","2020-08-29","78479","943","64982","1055027","0","0","496276","6811","3539715","63659","2712524","41461636","584","0","0"
"INDIA","2020-08-30","79461","960","60422","846278","0","0","513988","6925","3619176","64619","2772946","42307914","582","0","0"
"INDIA","2020-08-31","68766","816","64435","1016920","0","0","523058","6887","3687942","65435","2837381","43324834","585","0","0"
"INDIA","2020-09-01","78168","1027","62147","1012367","0","0","534353","6848","3766110","66462","2899528","44337201","588","0","0"
"INDIA","2020-09-02","82865","1026","67876","1172179","0","0","541223","6857","3848975","67488","2967404","45509380","593","0","0"
"INDIA","2020-09-03","84159","1083","67510","1169765","0","0","548555","6874","3933134","68571","3034914","46679145","600","0","0"
"INDIA","2020-09-04","87107","1066","69604","1059346","0","0","559005","6921","4020241","69637","3104518","47738491","611","0","0"
"INDIA","2020-09-05","90606","1044","73165","1092654","0","0","571132","7022","4110847","70681","3177683","48831145","616","0","0"
"INDIA","2020-09-06","91725","1005","69630","720362","0","0","583396","7067","4202572","71686","3247313","49551507","619","0","0"
"INDIA","2020-09-07","75015","1129","74116","1098621","0","0","589645","7380","4277587","72815","3321429","50650128","592","0","0"
"INDIA","2020-09-08","89855","1107","74608","1154549","0","0","601332","7460","4367442","73922","3396037","51804677","597","0","0"
"INDIA","2020-09-09","95536","1168","73062","1129756","0","0","614003","7602","4462978","75090","3469099","52934433","597","0","0"
"INDIA","2020-09-10","96762","1213","70904","1163542","0","0","626606","7732","4559740","76303","3540003","54097975","632","0","0"
"INDIA","2020-09-11","97655","1202","81456","1091251","0","0","637154","7868","4657395","77505","3621459","55189226","637","0","0"
"INDIA","2020-09-12","94414","1111","77862","1071702","0","0","640962","7935","4751809","78616","3699321","56260928","657","0","0"
"INDIA","2020-09-13","93220","1140","77748","978500","0","0","642457","8070","4845029","79756","3777069","57239428","667","0","0"
"INDIA","2020-09-14","81909","1054","79208","1072845","0","0","649351","7995","4926938","80810","3856277","58312273","684","0","0"
"INDIA","2020-09-15","91097","1281","82854","1116842","0","0","650593","8169","5018035","82091","3939131","59429115","709","0","0"
"INDIA","2020-09-16","97860","1140","82924","1136613","0","0","652917","8141","5115895","83231","4022055","60565728","724","0","0"
"INDIA","2020-09-17","96787","1175","87788","1006615","0","0","652942","8103","5212682","84406","4109843","61572343","728","0","0"
"INDIA","2020-09-18","92973","1221","95515","881911","0","0","648260","8122","5305655","85627","4205358","62454254","737","0","0"
"INDIA","2020-09-19","92574","1149","94389","1206806","0","0","646420","8160","5398229","86776","4299747","63661060","750","0","0"
"INDIA","2020-09-20","87395","1135","92926","731534","0","0","640595","8155","5485624","87911","4392673","64392594","774","0","0"
"INDIA","2020-09-21","74493","1056","102075","933185","0","0","633179","8157","5560117","88967","4494748","65325779","789","0","0"
"INDIA","2020-09-22","83362","1085","89657","953683","0","0","625444","7961","5643479","90052","4584405","66279462","799","0","0"
"INDIA","2020-09-23","86703","1123","87459","1156569","0","0","614287","7944","5730182","91175","4671864","67436031","810","0","0"
"INDIA","2020-09-24","85921","1144","81142","1492409","0","0","603421","7913","5816103","92319","4753006","68928440","815","0","0"
"INDIA","2020-09-25","85717","1093","93331","1341535","0","0","596165","7785","5901820","93412","4846337","70269975","824","0","0"
"INDIA","2020-09-26","88759","1124","92365","987861","0","0","592350","7760","5990579","94536","4938702","71257836","839","0","0"
"INDIA","2020-09-27","82770","1040","74691","709394","0","0","587725","7665","6073349","95576","5013393","71967230","849","0","0"
"INDIA","2020-09-28","69669","775","85198","1142811","0","0","582901","7384","6143018","96351","5098591","73110041","854","0","0"
"INDIA","2020-09-29","80500","1178","86150","1086688","0","0","580039","7477","6223518","97529","5184741","74196729","874","0","0"
